source_provider_name,source_health_system,source_geography,source_service_line,source_market,source_period,source_volume,payer_type,data_source,source_file
CARILION,Carilion Clinic,Roanoke,Neurological Svcs,Virginia Demo Market,Q2-2022,745,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
MedStar Health,MedStar Health,DC Metro,women's health,Virginia Demo Market,Q2-2022,1162,All Payer,mock_source_v2,vol_export_final.csv
uva health,UVA Health,Charlottesville,NEUROLOGY,Virginia Demo Market,Jan-Mar 2022,1011,Unknown,mock_source_v2,vol_export_final.csv
MEDSTAR,MedStar Health,DC Metro,Womens Health,Virginia Demo Market,2019 Q4,1090,All Payer,mock_source_v2,provider_volume_2019_2023.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,BEHAVIORAL HEALTH,Virginia Demo Market,2023-Q3,232,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Health,Carilion Clinic,Roanoke,cardiology,Virginia Demo Market,Q2/2023,787,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Carilion,Carilion Clinic,Roanoke,Cardiology,Virginia Demo Market,Q4 2023,913,All Payer,mock_source_v2,vol_export_final.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,BH,Virginia Demo Market,2021-Q1,442,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU Medical Center,VCU Health System,Richmond,Cancer Services,Virginia Demo Market,2020-Q2,1326,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
medstar health,MedStar Health,DC Metro,E.D.,Virginia Demo Market,Apr-Jun 2022,1795,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,HCA Healthcare,Richmond,Cardiology,Virginia Demo Market,Q4-2019,1184,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Mental Health,Virginia Demo Market,Q1 2022,217,Commercial,mock_source_v2,vol_export_final.csv
Novant Health,,Northern Virginia,Emerg Svcs,Virginia Demo Market,Q3 2022,950,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Inova Health,Inova Health System,Northern Virginia,oncology,Virginia Demo Market,Q4-2019,1379,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,Neurology,Virginia Demo Market,Q1 2023,269,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
inova health,Inova Health System,Northern Virginia,CARD,Virginia Demo Market,2021 Q4,,Commercial,mock_source_v2,vol_export_final.csv
MEDSTAR,MedStar Health,DC Metro,Oncology Services,Virginia Demo Market,Q3 2022,992,Commercial,mock_source_v2,provider_volume_2019_2023.csv
VCU Medical Center,,Richmond,orthopaedics,Virginia Demo Market,Q4-2019,873,Commercial,mock_source_v2,vol_export_final.csv
Med Star,MedStar Health,DC Metro,Cardiology,Virginia Demo Market,Q1-2021,1420,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Privia,Privia Health Group,Northern Virginia,Oncology Services,Virginia Demo Market,Q2 2022,173,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Sentara,Sentara Healthcare,Hampton Roads,Mental Health,Virginia Demo Market,Jan-Mar 2022,432,Medicare,mock_source_v2,vol_export_final.csv
V.C.U. Health,,Richmond,OB/GYN,Virginia Demo Market,2021-Q1,836,Medicare,mock_source_v2,provider_volume_2019_2023.csv
MedStar Health,MedStar Health,DC Metro,Cancer Services,Virginia Demo Market,2022-Q2,937,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
BSMH,Bon Secours Mercy Health,Richmond,neurology,Virginia Demo Market,Q4/2023,443,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
inova,Inova Health System,Northern Virginia,Womens Health,Virginia Demo Market,2022 Q4,1882,Commercial,mock_source_v2,provider_volume_2019_2023.csv
BSMH,Bon Secours Mercy Health,Richmond,ONCOLOGY,,2022 Q1,391,All Payer,mock_source_v2,vol_export_final.csv
VCU,VCU Health System,Richmond,Gastroenterology,Virginia Demo Market,2022-Q3,629,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,NEUROLOGY,Virginia Demo Market,Q2/2020,410,Medicare,mock_source_v2,vol_export_final.csv
LUMINIS,Luminis Health,Maryland,Mental Health,Virginia Demo Market,2022 Q2,221.0,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,Novant Health,Northern Virginia,Emergency Services,Virginia Demo Market,Oct-Dec 2022,1029,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Emergency Services,Virginia Demo Market,2021-Q3,1334,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Privia Health,Privia Health Group,Northern Virginia,Orthopedics,Virginia Demo Market,Q2 2021,450,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
MedStar,MedStar Health,DC Metro,Cardiology,Virginia Demo Market,Q4-2023,1561,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Cardiac,Virginia Demo Market,Apr-Jun 2020,431,Medicare,mock_source_v2,vol_export_final.csv
V.C.U. Health,VCU Health System,Richmond,Psychiatry,Virginia Demo Market,2019 Q2,944,,mock_source_v2,vol_export_final.csv
INOVA Loudoun,Inova Health System,Northern Virginia,EMERGENCY,Virginia Demo Market,2020-Q3,720,All Payer,mock_source_v2,provider_volume_2019_2023.csv
bon secours,Bon Secours Mercy Health,Richmond,Cancer Services,Virginia Demo Market,2019-Q3,395,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,neuro services,Virginia Demo Market,Jul-Sep 2019,890,Commercial,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,Orthopedics,Virginia Demo Market,Q3/2020,612,Medicare,mock_source_v2,vol_export_final.csv
Inova Fairfax,Inova Health System,Northern Virginia,E.D.,Virginia Demo Market,Q3 2023,3396,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Luminis Hlth,Luminis Health,Maryland,Women's Health,Virginia Demo Market,2021 Q2,727,All Payer,mock_source_v2,vol_export_final.csv
Med Star,MedStar Health,DC Metro,gastro,Virginia Demo Market,Q1 2023,609,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,oncology,Virginia Demo Market,Q1/2019,398,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
U.V.A. Health,UVA Health,Charlottesville,Emergency,Virginia Demo Market,2022 Q4,"1,451",All Payer,mock_source_v2,vol_export_final.csv
HCA VIRGINIA,HCA Healthcare,Richmond,E.D.,Virginia Demo Market,2021 Q4,2266,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,cardiac services,Virginia Demo Market,2023-Q2,666,Commercial,mock_source_v2,provider_volume_2019_2023.csv
UVA Healthcare,UVA Health,Charlottesville,Women,Virginia Demo Market,2021-Q4,877,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,ED,Virginia Demo Market,Q2-2021,2218,,mock_source_v2,vol_export_final.csv
Novant,Novant Health,Northern Virginia,emergency services,Virginia Demo Market,2021-Q3,892,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Sentara Health,TBD,Hampton Roads,ORTHO,Virginia Demo Market,Q1 2019,1167,All Payer,mock_source_v2,vol_export_final.csv
vcu,,Richmond,Psychiatry,Virginia Demo Market,Q3 2022,1185,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
hca virginia,HCA Healthcare,Richmond,women's health,Virginia Demo Market,Q1/2021,969,Commercial,mock_source_v2,vol_export_final.csv
NOVANT HEALTH,Novant Health,Northern Virginia,behav hlth,Virginia Demo Market,Apr-Jun 2023,246,,mock_source_v2,vol_export_final.csv
NovantHlth,Novant Health,Northern Virginia,behavioral health,Virginia Demo Market,2021 Q3,219,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,Novant Health,Northern Virginia,ER Services,Virginia Demo Market,Apr-Jun 2022,912,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
InOva,,Northern Virginia,orthopaedics,Virginia Demo Market,Jul-Sep 2022,2559,Medicare,mock_source_v2,provider_volume_2019_2023.csv
uva health,UVA Health,Charlottesville,neurology,Virginia Demo Market,2019 Q4,935,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
LUMINIS HEALTH,Luminis Health,Maryland,Emerg Svcs,Virginia Demo Market,2019-Q3,858,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
BSMH,Bon Secours Mercy Health,Richmond,womens hlth,Virginia Demo Market,2019-Q1,1320,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UVA Health,UVA Health,Charlottesville,E.D.,Virginia Demo Market,Q1-2023,1543,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Health,Carilion Clinic,Roanoke,ORTHO,Virginia Demo Market,2022-Q3,790,Medicare,mock_source_v2,vol_export_final.csv
Carilion Health,Carilion Clinic,Roanoke,ortho,Virginia Demo Market,Jan-Mar 2019,608,Unknown,mock_source_v2,provider_volume_2019_2023.csv
inova,Inova Health System,Northern Virginia,Gastroenterology,Virginia Demo Market,Jul-Sep 2023,,,mock_source_v2,provider_volume_2019_2023.csv
inova health,Inova Health System,Northern Virginia,Cardiology,Virginia Demo Market,Q3 2023,2339,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Novant Health,Novant Health,Northern Virginia,neurology,Virginia Demo Market,2021 Q1,377,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Carilion Health,Carilion Clinic,Roanoke,E.D.,Virginia Demo Market,2022-Q3,1107,Unknown,mock_source_v2,vol_export_final.csv
LUMINIS,Luminis Health,Maryland,ORTHO,Virginia Demo Market,Oct-Dec 2023,572,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,Privia Health Group,Northern Virginia,oncology,Virginia Demo Market,Q3-2023,192,Medicare,mock_source_v2,vol_export_final.csv
novant health,Novant Health,Northern Virginia,WOMENS HEALTH,Virginia Demo Market,2022 Q2,780,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,Mental Health,Virginia Demo Market,Q3 2019,211,All Payer,mock_source_v2,provider_volume_2019_2023.csv
BSMH,Bon Secours Mercy Health,Richmond,Mental Health,Virginia Demo Market,Q4 2022,,Unknown,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA,Privia Health Group,Northern Virginia,NEURO,Virginia Demo Market,Q4-2022,272,All Payer,mock_source_v2,provider_volume_2019_2023.csv
NovantHlth,Novant Health,Northern Virginia,CARDIOLOGY,National,Q1 2019,747.0,Unknown,mock_source_v2,vol_export_final.csv
Privia Health,Privia Health Group,Northern Virginia,Oncology,Virginia Demo Market,Jul-Sep 2020,127,All Payer,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,orthopaedics,Virginia Demo Market,2020 Q3,1129,All Payer,mock_source_v2,provider_volume_2019_2023.csv
privia health,Privia Health Group,Northern Virginia,Emergency Services,Virginia Demo Market,Q2 2021,104,Commercial,mock_source_v2,vol_export_final.csv
Inova,Inova Health System,Northern Virginia,orthopaedics,Virginia Demo Market,2020 Q4,2035,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
CARILION CLINIC,Carilion Clinic,Roanoke,OB/GYN,Virginia Demo Market,Q1 2023,775,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
UNIVERSITY OF VIRGINIA HEALTH,UVA Health,Charlottesville,Orthopedics,Virginia Demo Market,Q1/2021,759,,mock_source_v2,vol_export_final.csv
novant health,Novant Health,Northern Virginia,neuro services,Virginia Demo Market,Oct-Dec 2022,394,All Payer,mock_source_v2,vol_export_final.csv
medstar health,MedStar Health,DC Metro,GI,Virginia Demo Market,2020-Q3,473,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,CARDIOLOGY,Virginia Demo Market,2019 Q4,1487,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
novant health,Novant Health,Northern Virginia,Heart Services,Virginia Demo Market,Jul-Sep 2022,749,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Luminis Health,Luminis Health,Maryland,E.D.,Virginia Demo Market,2021 Q1,996,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Carilion,Carilion Clinic,Roanoke,Neurology,Virginia Demo Market,2021 Q2,727,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,Womens Health,Virginia Demo Market,Q3/2020,802,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
hca hlth va,HCA Healthcare,Richmond,cancer,Virginia Demo Market,Q4 2020,458,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
CARILION,Carilion Clinic,Roanoke,Ob-Gyn,Virginia Demo Market,2023 Q2,782,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
VCU Medical Center,VCU Health System,Richmond,MSK,Virginia Demo Market,2022-Q4,972,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,Q2/2021,302,,mock_source_v2,vol_export_final.csv
SENTARA,Sentara Healthcare,Hampton Roads,Oncology Services,Virginia Demo Market,Q1/2022,891,Medicare,mock_source_v2,provider_volume_2019_2023.csv
carilion clinic,Carilion Clinic,Roanoke,Oncology Services,Virginia Demo Market,Jul-Sep 2023,616,Medicare,mock_source_v2,provider_volume_2019_2023.csv
UVA,UVA Health,Charlottesville,Behavioral Health,Virginia Demo Market,Q1/2020,380,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
hca virginia,HCA Healthcare,Richmond,GI Services,Virginia Demo Market,2023 Q2,583,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
privia health,Privia Health Group,Northern Virginia,MSK,Virginia Demo Market,Jan-Mar 2023,425,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun,Inova Health System,Northern Virginia,NEURO,Virginia Demo Market,Jul-Sep 2023,321,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar Health,,DC Metro,Ob-Gyn,Virginia Demo Market,Q1-2020,"1,033",All Payer,mock_source_v2,provider_volume_2019_2023.csv
UVA Health,UVA Health,Charlottesville,orthopaedics,Virginia Demo Market,Q1 2019,749,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,womens hlth,Virginia Demo Market,2023-Q4,1046,All Payer,mock_source_v2,vol_export_final.csv
CARILION CLINIC,Carilion Clinic,Roanoke,emergency services,Virginia Demo Market,2023-Q1,1283,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
inova,Inova Health System,Northern Virginia,card.,Virginia Demo Market,Oct-Dec 2020,2110,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Women's Health,Virginia Demo Market,Q1/2022,1955,All Payer,mock_source_v2,provider_volume_2019_2023.csv
NovantHlth,Novant Health,Northern Virginia,Gastro,Virginia Demo Market,2019 Q4,289,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Health,Sentara Healthcare,Hampton Roads,Ob-Gyn,Virginia Demo Market,Q2-2021,1652,,mock_source_v2,vol_export_final.csv
VCU HEALTH,VCU Health System,Richmond,ED,Virginia Demo Market,Q3-2022,1727,Medicare,mock_source_v2,provider_volume_2019_2023.csv
SENTARA,Sentara Healthcare,Hampton Roads,Behavioral Health,Virginia Demo Market,Apr-Jun 2019,403,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Health,Sentara Healthcare,Hampton Roads,Ob-Gyn,Virginia Demo Market,Q2-2021,1652,,mock_source_v2,vol_export_final.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,Mental Health,Virginia Demo Market,2023 Q2,227,All Payer,mock_source_v2,vol_export_final.csv
HCA VIRGINIA,HCA Healthcare,Richmond,oncology,Virginia Demo Market,Q1/2019,484,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
SENTARA,Sentara Healthcare,Hampton Roads,cancer,Virginia Demo Market,Q2/2020,402,All Payer,mock_source_v2,vol_export_final.csv
UVA,UVA Health,Charlottesville,NEURO,Virginia Demo Market,2023-Q2,940,All Payer,mock_source_v2,provider_volume_2019_2023.csv
UVA,UVA Health,Charlottesville,Ob-Gyn,Virginia Demo Market,Q3 2023,943,All Payer,mock_source_v2,vol_export_final.csv
HCA Healthcare VA,HCA Healthcare,Richmond,onc.,Virginia Demo Market,Q3 2019,521,Medicare,mock_source_v2,vol_export_final.csv
NOVANT HEALTH,Novant Health,Northern Virginia,Cardiac,Virginia Demo Market,2019 Q2,688,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
UVA Health,UVA Health,Charlottesville,G.I.,Virginia Demo Market,Q4 2021,499,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
UVA,UVA Health,Charlottesville,onc.,Virginia Demo Market,Oct-Dec 2020,1142,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
inova loudoun,Inova Health System,Northern Virginia,EMERGENCY,Virginia Demo Market,Q3/2023,997,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Privia Health,Privia Health Group,Northern Virginia,MSK,Virginia Demo Market,Q3-2020,335.0,Medicare,mock_source_v2,vol_export_final.csv
Novant Health,Novant Health,Northern Virginia,Womens Health,Virginia Demo Market,2020-Q2,343,All Payer,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,ORTHOPEDICS,Virginia Demo Market,2023 Q2,815,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Privia Health,Privia Health Group,Northern Virginia,Women,Virginia Demo Market,Q3/2020,425,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MEDSTAR HEALTH,MedStar Health,DC Metro,Orthopedic,Virginia Demo Market,2023-Q1,1052,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
hca virginia,HCA Healthcare,Richmond,Psych,Virginia Demo Market,Q3-2019,301,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,womens hlth,Virginia Demo Market,2021-Q2,1403,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar Health,MedStar Health,DC Metro,Cardiology,Virginia Demo Market,Q3-2020,1000,All Payer,mock_source_v2,vol_export_final.csv
VCU Medical Center,VCU Health System,Richmond,ED,Virginia Demo Market,Q2/2019,1492.0,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours,Bon Secours Mercy Health,Richmond,cardiac services,Virginia Demo Market,2021-Q1,961,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
INOVA,Inova Health System,Northern Virginia,Musculoskeletal,Virginia Demo Market,Q3-2019,2893,All Payer,mock_source_v2,vol_export_final.csv
Luminis Hlth,Luminis Health,Maryland,GI,Virginia Demo Market,Q2/2019,,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
BSMH,Bon Secours Mercy Health,Richmond,behavioral health,Virginia Demo Market,Q4-2020,192,Commercial,mock_source_v2,vol_export_final.csv
privia health,Privia Health Group,Northern Virginia,Cardiac,Virginia Demo Market,Q4 2019,472,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar Health,MedStar Health,DC Metro,gastro,Virginia Demo Market,Oct-Dec 2023,641,,mock_source_v2,vol_export_FINAL_v2.csv
InOva,,Northern Virginia,Neurology,Virginia Demo Market,2019-Q4,1095,All Payer,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,cardiac services,Virginia Demo Market,Jan-Mar 2023,859,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Privia Hlth,Privia Health Group,Northern Virginia,BH,Virginia Demo Market,Q4/2022,424,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
HCA Healthcare VA,HCA Healthcare,Richmond,cardiac services,Virginia Demo Market,Q4-2023,1282,Medicare,mock_source_v2,vol_export_final.csv
HCA VIRGINIA,HCA Healthcare,Richmond,ER Services,Virginia Demo Market,Q1 2020,2265,Commercial,mock_source_v2,vol_export_final.csv
Virginia Commonwealth,VCU Health System,Richmond,ORTHO,Virginia Demo Market,2020-Q1,-999,Medicare,mock_source_v2,vol_export_final.csv
CARILION CLINIC,Carilion Clinic,Roanoke,OB/GYN,Virginia Demo Market,Jul-Sep 2023,761,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Luminis Hlth,Luminis Health,Maryland,G.I.,Virginia Demo Market,Q2/2023,336,All Payer,mock_source_v2,vol_export_final.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,ONCOLOGY,Virginia Demo Market,Q3-2020,679,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
inova health,Inova Health System,Northern Virginia,Gastroenterology,Virginia Demo Market,2021-Q3,986,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Inova Health,Inova Health System,Northern Virginia,Heart Services,Virginia Demo Market,Q1 2021,,All Payer,mock_source_v2,vol_export_final.csv
uva health,UVA Health,Charlottesville,Orthopedic,Virginia Demo Market,Q2 2020,445,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
